,year,title,ratings,madeit,reviews,photos,submitter_description,ingredients,readyin,servings,nutrition,calories,fat,carbohydrate,protein,carbohydrates,instructions
434,,Sweet and Sour Jam - Not Just for Chicken,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2385288.jpg,,"['1 habanero pepper', '3 cups fresh apricots, pitted and chopped', '1 cup shallots, sliced into thin slivers', '½ cup green bell pepper, chopped', '½ cup red bell pepper, chopped', '½ cup fresh pineapple, chopped', '¼ cup cherry tomatoes, chopped', '2 cloves garlic, minced', '1 teaspoon minced fresh cilantro', '½ teaspoon ground cumin', '¼ cup freshly squeezed lime juice', '1 (1.75 ounce) package powdered fruit pectin', '6 cups white sugar', '1 cup brown sugar, packed', '½ teaspoon butter', '9 eaches sterilized half-pint canning jars with lids and rings']",0,9 half-pint jars,"          42.6 calories;           0.1 g protein;           10.9 g carbohydrates;           0 mg cholesterol;           0.8 mg sodium.        Full Nutrition
",,,,,,"Wearing rubber gloves and avoiding touching your eyes or face, seed and mince the habanero pepper. Place the habanero pepper, apricots, shallots, green and red bell pepper, pineapple, cherry tomatoes, garlic, cilantro, cumin, and lime juice into a large pot over medium heat, and stir in the pectin until dissolved. Bring the mixture to a boil, and mix in the white and brown sugars, stirring until completely dissolved. Return the jam to a full rolling boil, add the butter to reduce foaming, and boil hard for 2 to 3 minutes, stirring constantly.

Turn off heat, and skim and discard any foam that forms on the jam. Pack the jam into the sterilized jars, and top each with a sterilized lid and ring.

Simmer the filled jars in a boiling water bath for 10 minutes, then remove the jars and store upside-down on a cloth towel for about 5 minutes. Turn right side up, and allow the lids to seal (listen for the popping sound). Let jars cool completely.
"
435,,Cardamom and Espresso Chocolate Chip Cookies,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5774911.jpg,,"['3 ¼ cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1 teaspoon ground cardamom', '½ teaspoon ground cinnamon', '½ teaspoon salt', '1 ½ cups brown sugar, firmly packed', '1 cup unsalted butter, softened', '½ cup white sugar', '2 large eggs, at room temperature', '2 tablespoons instant espresso powder', '1 tablespoon vanilla extract', '1 (12 ounce) bag semisweet chocolate chips']",0,48 cookies,"          136.7 calories;           1.5 g protein;           19.9 g carbohydrates;           17.9 mg cholesterol;           67 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.

Whisk flour, baking powder, baking soda, cardamom, cinnamon, and salt together in a bowl.

Cream brown sugar, butter, and white sugar together in a bowl until fluffy. Beat in eggs 1 at a time until thoroughly combined. Mix in instant espresso powder and vanilla extract.

Mix flour mixture into the butter mixture until just combined; do not overmix. Fold in chocolate chips.

Drop dough by the tablespoon onto the prepared baking sheets about 2 inches apart.

Bake in the preheated oven until edges of cookies are set, 10 to 15 minutes. Cool cookies on the pans 2 to 3 minutes before transferring to a wire rack to cool completely.
"
436,,Gourmet Sweet Potato Classic,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F303240.jpg,,"['5 sweet potatoes', '¼ teaspoon salt', '¼ cup butter', '2 eggs', '1 teaspoon vanilla extract', '½ teaspoon ground cinnamon', '½ cup white sugar', '2 tablespoons heavy cream', '¼ cup butter, softened', '3 tablespoons all-purpose flour', '¾ cup packed light brown sugar', '½ cup chopped pecans']",0,8 servings,"          380.6 calories;           3.8 g protein;           50.7 g carbohydrates;           82.1 mg cholesterol;           201.1 mg sodium.        Full Nutrition
",,,,,,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.

Bake sweet potatoes 35 minutes in the preheated oven, or until they begin to soften. Cool slightly, peel, and mash.

In a large bowl, mix the mashed sweet potatoes, salt, 1/4 cup butter, eggs, vanilla extract, cinnamon, sugar, and heavy cream. Transfer to the prepared baking dish.

In a medium bowl, combine 1/4 cup butter, flour, brown sugar, and chopped pecans. Mix with a pastry blender or your fingers to the consistency of course meal. Sprinkle over the sweet potato mixture.

Bake 30 minutes in the preheated oven, until topping is crisp and lightly browned.
"
437,,Presidential Debate Chili,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3235291.jpg,,"['1 pound ground beef', '1 cup chopped onion', '2 cloves garlic, minced', '2 (16 ounce) cans diced tomatoes', '1 cup beef broth', '1 (4 ounce) can diced green chiles', '¾ tablespoon chili powder', '1 tablespoon brown sugar', '2 teaspoons dried oregano', '1 teaspoon ground cumin', '½ teaspoon salt', '2 (15 ounce) cans ranch-style beans']",0,8 servings,"          240 calories;           17.1 g protein;           24.4 g carbohydrates;           35.5 mg cholesterol;           1137.5 mg sodium.        Full Nutrition
",,,,,,"Crumble beef into a large pot over medium-high heat; add onion and garlic. Cook and stir beef until completely browned, 7 to 10 minutes. Drain and discard excess grease. Return pot to medium-high heat.

Stir diced tomatoes, beef broth, diced green chilies, chili powder, brown sugar, oregano, cumin, and salt through the beef mixture. Add beans and bring to a boil.

Reduce heat to medium-low, place a cover on the pot, and simmer for 1 hour.
"
438,,Instant Pot® Jambalaya with Shrimp and Chicken,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6177699.jpg,,"['2 tablespoons olive oil, divided', '14 ounces andouille sausage, sliced', '1 medium onion, chopped', '2 cloves garlic, crushed', '1 pound boneless skinless chicken breasts, cubed', '1 green bell pepper, chopped', '2 stalks celery, chopped', '1 (28 ounce) can diced tomatoes', '1 pound uncooked medium shrimp, peeled and deveined', '½ teaspoon dried thyme', '½ teaspoon salt', '½ teaspoon seasoned salt', '¼ teaspoon pepper', '¼ teaspoon hot pepper sauce (such as Tabasco®)', '2 tablespoons chopped green onions']",0,8 servings,"          320.5 calories;           27.4 g protein;           7.2 g carbohydrates;           144 mg cholesterol;           939.4 mg sodium.        Full Nutrition
",,,,,,"Turn on a multi-functional pressure cooker (such as Instant Pot&reg;) and select the Saute function. Heat 1 tablespoon of olive oil and cook sausage slices until browned on both sides, 3 to 4 minutes. Remove sausage from pot and set aside.

Add remaining olive oil to the pot. Add onion and garlic; cook and stir for 1 minute. Add chicken, bell pepper, and celery. Cook until chicken starts to brown on the edges, 2 to 3 minutes. Add browned sausage, diced tomatoes with liquid, shrimp, thyme, salt, seasoned salt, pepper, and hot pepper sauce, and stir until well combined. Turn off Saute function. Close and lock the lid.

Select high pressure according to manufacturer's instructions; set timer 7 minutes. Allow 10 to 15 minutes for pressure to build.

Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and carefully remove the lid after the pressure has released completely.

Serve jambalaya garnished with chopped green onions.
"
439,,Air Fryer Mac and Cheese Balls,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7407255.jpg,,"['6 cups water', '1 (7.25 ounce) package macaroni and cheese dinner mix (such as Kraft®)', '¼ cup milk', '4 tablespoons margarine', '¾ cup shredded sharp Cheddar cheese', '1 serving nonstick cooking spray', '½ cup panko bread crumbs', '½ cup seasoned bread crumbs', '½ teaspoon salt', '½ teaspoon garlic powder', '2 eggs, beaten']",0,24 balls,"          87.2 calories;           3.7 g protein;           9.3 g carbohydrates;           21.4 mg cholesterol;           227.4 mg sodium.        Full Nutrition
",,,,,,"Pour water into a bowl and bring to a boil over high heat. Stir in macaroni pasta from dinner package. Cook until tender, stirring occasionally, 7 to 8 minutes. Drain; do not rinse. Return to the pot and stir in included cheese sauce, milk, and margarine. Add Cheddar cheese and stir until well combined and cheese is melted.

Refrigerate macaroni and cheese until firm, 2 hours to overnight.

Scoop macaroni and cheese into 1 1/2-inch balls and place on a parchment paper-lined cookie sheet. Freeze for 1 hour.

Preheat an air fryer to 350 degrees F (175 degrees C) according to manufacturer's instructions. Spray the basket with nonstick cooking spray.

Mix panko, bread crumbs, salt, and garlic powder together in a medium bowl. Dip each ball in beaten eggs and then in panko mixture.

Place mac and cheese balls into the air fryer basket in a single layer, making sure they are not touching; cook in batches if necessary.

Cook in the preheated air fryer for 6 to 8 minutes. Turn over and fry until golden brown, 3 to 4 minutes more.
"
440,,Cranberry Sauce with Apples,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5720523.jpg,,"['1 (12 ounce) package fresh cranberries', '2 large Granny Smith apples - peeled, cored, and diced', '1 cup water', '1 cup white sugar', '½ teaspoon ground cinnamon']",0,10 servings,"          111.8 calories;           0.3 g protein;           29.4 g carbohydrates;           0 mg cholesterol;           1.8 mg sodium.        Full Nutrition
",,,,,,"Place cranberries, apples, water, sugar, and cinnamon in a medium saucepan. Bring to a boil. Reduce heat to low and simmer until cranberries pop and apples are soft, about 20 minutes.

Let cool completely before refrigerating.
"
441,,Sweetheart Cupcakes,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F585472.jpg,,"['1 (18.25 ounce) package white cake mix', '1 ¼ cups water', '⅓ cup vegetable oil', '3 eaches egg whites', '8 drops red food coloring', '2 drops raspberry candy oil']",0,2 dozen cupcakes,"          119.5 calories;           1.4 g protein;           16.6 g carbohydrates;           0 mg cholesterol;           148.7 mg sodium.        Full Nutrition
",,,,,,"Preheat an oven to 350 degrees F (175 degrees C). Line a standard muffin tin with paper cupcake liners.

Beat the cake mix, water, vegetable oil, and egg whites together on low speed for 30 seconds, then on medium for 2 minutes, until smooth. Fill cupcake liners 1/3 full with white batter; set aside.

Stir 4 drops of red food coloring into the remaining bowl of batter to make the batter pink. Stir in the raspberry oil. Pour 1/3 of pink batter into a resealable plastic bag and set aside.

Mix more food coloring into the remaining bowl of pink batter until it is an orange/red color and pour the batter into a resealable plastic bag. Cut a corner off the bag, stick the open tip into the center of each cup of white batter and squeeze in about two tablespoons of red batter.

Cut the corner off the bag with the pink batter, stick the open tip into the center of the red batter and squeeze about 1 tablespoon pink batter into each cup.

Bake the layered cupcakes in the preheated oven until a toothpick inserted into the center comes out clean, 15 to 20 minutes. Cool completely before frosting.
"
442,,Chicken Zucchini Enchiladas,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5566563.jpg,,"['1 tablespoon extra-virgin olive oil', '1 medium onion, diced', '2 cloves garlic, minced', '2 teaspoons ground cumin', '2 teaspoons chili powder', '½ teaspoon dried oregano', '3 cups shredded cooked chicken', '1 ⅓ cups green enchilada sauce, divided', '1 (4 ounce) can chopped Hatch chile peppers, drained', '4 large zucchini, halved lengthwise', '1 cup shredded Cheddar-Monterey Jack cheese blend', '¼ cup chopped fresh cilantro']",0,4 servings,"          466 calories;           41 g protein;           22.1 g carbohydrates;           118.2 mg cholesterol;           623.6 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 350 degrees F (175 degrees C).

Heat oil in a large skillet over medium heat. Add onion and cook until soft, about 5 minutes. Add garlic, cumin, chili powder, and oregano. Stir until combined. Add shredded chicken, 1 cup enchilada sauce, and green chiles. Stir until well combined.

Slice zucchini into thin, wide sheets using a vegetable peeler or a mandoline. Lay out 3 zucchini slices, slightly overlapping, and place a spoonful of the chicken mixture on top. Roll up and transfer to a baking dish. Repeat with remaining zucchini and chicken mixture.

Spread remaining 1/3 cup enchilada sauce over zucchini enchiladas. Sprinkle with Cheddar-Jack cheese blend.

Bake in the preheated oven until cheese has melted, about 20 minutes. Garnish with fresh cilantro.
"
443,,REALLY Real Strawberry Cupcakes,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1032730.jpg,,"['1 ¼ ounces freeze-dried strawberries', '¾ cup all-purpose flour', '¾ cup cake flour', '1 ½ teaspoons baking powder', '¼ teaspoon baking soda', '½ teaspoon salt', '½ cup unsalted butter, room temperature', '1 ⅓ cups white sugar', '3 eggs, room temperature', '1 teaspoon vanilla extract', '⅔ cup whole milk, room temperature']",0,20 standard cupcakes,"          145.2 calories;           2.2 g protein;           21.6 g carbohydrates;           40.9 mg cholesterol;           125 mg sodium.        Full Nutrition
",,,,,,"Preheat oven to 350 degrees F (175 degrees C). Line muffin tins with 20 cupcake liners (for mini cupcakes, line 72 mini muffin tins).

Grind strawberries into a fine powder using a coffee grinder or food processor. Whisk strawberry powder, all-purpose flour, cake flour, baking powder, baking soda, and salt together in a bowl.

Beat butter and sugar in a bowl with an electric mixer until light and fluffy. Mixture should be noticeably lighter in color. Add room-temperature eggs one at a time, allowing each egg to blend into butter mixture before adding the next. Beat in vanilla extract.

Stir flour mixture, alternately with the milk, into butter mixture until just incorporated. Fill lined tins with cupcake batter.

Bake in preheated oven until cupcakes spring back when gently touched with a fingertip or a toothpick inserted in the center comes out clean, 16 to 18 minutes for regular cupcakes, 8 to 10 minutes for mini cupcakes.
"
